observer,scene,contrast_A,contrast_B,luminance_A,luminance_B,is_A_selected
"observer0003","Courtyard","C40000","C8000","L125","L980",0
"observer0003","Courtyard","C40000","C1600","L125","L500",0
"observer0003","Face1","C64","C320","L63","L63",0
"observer0003","Face2","C64","C320","L500","L980",1
"observer0003","Face2","C8000","C320","L63","L500",0
"observer0003","Courtyard","C320","C1600","L125","L980",0
"observer0003","Face2","C64","C1600","L125","L125",1
"observer0003","Web","C8000","C320","L125","L980",0
"observer0003","Face2","C1600","C40000","L500","L980",0
"observer0003","Showgirl","C8000","C40000","L125","L980",0
"observer0003","Earth","C64","C1600","L63","L63",1
"observer0003","Courtyard","C40000","C320","L250","L980",0
"observer0003","Courtyard","C40000","C1000000","L125","L980",0
"observer0003","Face1","C320","C320","L63","L250",0
"observer0003","Street","C8000","C1000000","L500","L980",0
"observer0003","Face2","C8000","C1600","L125","L500",0
"observer0003","Werewolf","C1600","C40000","L125","L250",0
"observer0003","Face1","C1600","C1600","L125","L500",1
"observer0003","Web","C40000","C8000","L250","L980",0
"observer0003","Earth","C8000","C1000000","L500","L980",0
"observer0003","Showgirl","C1600","C40000","L250","L250",0
"observer0003","Earth","C1600","C8000","L500","L500",1
"observer0003","Street","C40000","C8000","L500","L980",1
"observer0003","Face1","C1600","C40000","L125","L500",0
"observer0003","Earth","C1600","C64","L250","L980",0
"observer0003","Face1","C40000","C40000","L125","L980",0
"observer0003","Earth","C40000","C320","L250","L500",0
"observer0003","Showgirl","C8000","C64","L63","L500",0
"observer0003","Courtyard","C320","C64","L63","L250",0
"observer0003","Courtyard","C320","C1600","L125","L125",0
"observer0003","Face2","C1600","C64","L250","L500",0
"observer0003","Web","C8000","C64","L63","L250",0
"observer0003","Courtyard","C320","C320","L63","L125",0
"observer0003","Face1","C1600","C8000","L125","L125",1
"observer0003","Face2","C8000","C1600","L250","L500",0
"observer0003","Werewolf","C64","C1600","L250","L250",1
"observer0003","Street","C1600","C320","L63","L500",0
"observer0003","Face1","C8000","C1600","L63","L500",0
"observer0003","Face1","C320","C64","L63","L500",1
"observer0003","Face1","C1600","C8000","L125","L500",0
"observer0003","Werewolf","C64","C8000","L63","L125",1
"observer0003","Werewolf","C64","C8000","L63","L63",1
"observer0003","Face1","C64","C64","L63","L980",1
"observer0003","Showgirl","C1600","C40000","L250","L980",0
"observer0003","Face2","C320","C64","L63","L250",0
"observer0003","Street","C40000","C64","L63","L980",0
"observer0003","Werewolf","C1600","C40000","L125","L125",1
"observer0003","Werewolf","C320","C40000","L125","L250",0
"observer0003","Werewolf","C320","C1600","L125","L980",0
"observer0003","Web","C1600","C40000","L125","L500",0
"observer0003","Face2","C8000","C320","L63","L125",0
"observer0003","Street","C1600","C1000000","L250","L980",0
"observer0003","Face1","C64","C320","L63","L125",0
"observer0003","Web","C64","C64","L125","L500",0
"observer0003","Face1","C1600","C40000","L125","L980",0
"observer0003","Street","C64","C320","L63","L63",0
"observer0003","Face1","C1600","C8000","L125","L250",0
"observer0003","Web","C40000","C1000000","L980","L980",1
"observer0003","Street","C64","C8000","L63","L63",0
"observer0003","Courtyard","C40000","C64","L63","L125",0
"observer0003","Earth","C1600","C8000","L63","L125",0
"observer0004","Earth","C320","C1600","L500","L500",1
"observer0004","Werewolf","C1600","C320","L63","L250",0
"observer0004","Face1","C64","C320","L125","L250",0
"observer0004","Earth","C64","C320","L125","L250",0
"observer0004","Face2","C8000","C40000","L125","L250",0
"observer0004","Web","C40000","C64","L125","L500",1
"observer0004","Web","C320","C320","L250","L980",0
"observer0004","Face1","C40000","C8000","L125","L250",0
"observer0004","Face1","C40000","C40000","L125","L500",0
"observer0004","Web","C320","C1600","L125","L500",0
"observer0004","Street","C320","C8000","L980","L980",0
"observer0004","Werewolf","C1600","C1600","L63","L250",0
"observer0004","Street","C40000","C64","L63","L500",1
"observer0004","Werewolf","C1600","C64","L63","L250",0
"observer0004","Courtyard","C8000","C8000","L63","L125",0
"observer0004","Showgirl","C8000","C40000","L63","L125",0
"observer0004","Face2","C64","C64","L63","L250",0
"observer0004","Earth","C8000","C1000000","L980","L980",0
"observer0004","Face2","C8000","C1600","L500","L980",1
"observer0004","Web","C1600","C40000","L125","L125",0
"observer0004","Face1","C8000","C1000000","L500","L980",1
"observer0004","Street","C1600","C8000","L250","L980",0
"observer0004","Showgirl","C320","C8000","L980","L980",0
"observer0004","Courtyard","C320","C40000","L980","L980",0
"observer0004","Showgirl","C8000","C8000","L500","L980",0
"observer0004","Werewolf","C40000","C64","L125","L500",0
"observer0004","Showgirl","C320","C64","L125","L980",0
"observer0004","Courtyard","C64","C320","L125","L125",0
"observer0004","Courtyard","C320","C1600","L500","L500",1
"observer0004","Courtyard","C40000","C1600","L250","L980",0
"observer0004","Showgirl","C320","C8000","L500","L980",1
"observer0004","Web","C320","C320","L125","L980",0
"observer0004","Web","C320","C40000","L125","L125",0
"observer0004","Face2","C40000","C320","L250","L980",0
"observer0004","Street","C1600","C40000","L125","L980",0
"observer0004","Earth","C8000","C320","L125","L250",0
"observer0004","Web","C1600","C64","L125","L250",0
"observer0004","Web","C8000","C64","L63","L125",0
"observer0004","Face1","C8000","C320","L63","L250",1
"observer0004","Earth","C1600","C320","L125","L250",0
"observer0004","Earth","C64","C8000","L63","L63",0
"observer0004","Earth","C1600","C8000","L250","L250",1
"observer0004","Courtyard","C1600","C8000","L125","L125",0
"observer0004","Street","C8000","C40000","L125","L980",0
"observer0004","Werewolf","C64","C64","L125","L980",1
"observer0004","Courtyard","C8000","C40000","L63","L63",1
"observer0004","Street","C8000","C1000000","L250","L980",0
"observer0004","Web","C8000","C8000","L63","L125",0
"observer0004","Street","C64","C40000","L500","L980",0
"observer0004","Face1","C320","C320","L125","L250",1
"observer0004","Earth","C64","C8000","L500","L980",0
"observer0004","Courtyard","C64","C8000","L125","L500",0
"observer0004","Earth","C320","C320","L63","L125",0
"observer0004","Courtyard","C64","C1600","L125","L125",0
"observer0004","Street","C8000","C64","L63","L500",1
"observer0004","Courtyard","C320","C40000","L500","L500",0
"observer0004","Showgirl","C320","C8000","L250","L980",0
"observer0004","Street","C64","C320","L500","L500",0
"observer0004","Street","C64","C64","L250","L500",1
"observer0004","Earth","C1600","C8000","L250","L980",0
"observer0004","Street","C8000","C40000","L500","L980",0
"observer0004","Face2","C8000","C1600","L63","L125",0
"observer0004","Werewolf","C8000","C40000","L250","L980",0
"observer0004","Courtyard","C8000","C1600","L500","L980",1
"observer0004","Face1","C40000","C40000","L63","L125",0
"observer0004","Face1","C1600","C40000","L125","L125",0
"observer0004","Face1","C64","C320","L980","L980",0
"observer0004","Courtyard","C1600","C40000","L500","L980",1
"observer0004","Face2","C64","C64","L63","L980",0
"observer0004","Street","C1600","C64","L63","L250",0
"observer0004","Showgirl","C64","C320","L125","L125",0
"observer0004","Werewolf","C1600","C64","L63","L125",0
"observer0004","Showgirl","C40000","C320","L250","L980",0
"observer0004","Earth","C1600","C320","L63","L125",0
"observer0004","Werewolf","C320","C8000","L500","L500",1
"observer0004","Face1","C64","C320","L250","L250",0
"observer0004","Courtyard","C8000","C8000","L500","L980",0
"observer0004","Street","C40000","C1600","L500","L980",1
"observer0004","Face1","C64","C64","L500","L980",1
"observer0004","Showgirl","C1600","C8000","L63","L63",0
"observer0004","Earth","C320","C40000","L63","L63",0
"observer0004","Face2","C320","C320","L125","L500",0
"observer0004","Face2","C320","C320","L250","L500",0
"observer0004","Face2","C8000","C40000","L980","L980",1
"observer0004","Showgirl","C320","C1600","L980","L980",0
"observer0004","Face2","C1600","C1000000","L980","L980",0
"observer0004","Courtyard","C1600","C64","L125","L500",0
"observer0004","Courtyard","C1600","C40000","L125","L125",1
"observer0004","Courtyard","C320","C64","L63","L980",0
"observer0004","Earth","C40000","C320","L125","L250",0
"observer0004","Werewolf","C40000","C8000","L250","L500",0
"observer0004","Face1","C40000","C1600","L125","L250",1
"observer0004","Web","C8000","C320","L500","L980",1
"observer0004","Earth","C320","C8000","L63","L63",0
"observer0004","Face2","C1600","C40000","L250","L250",0
"observer0004","Web","C320","C40000","L125","L500",0
"observer0004","Face2","C64","C1600","L500","L980",0
"observer0004","Courtyard","C64","C1600","L250","L980",0
"observer0004","Face1","C320","C1600","L125","L980",1
"observer0004","Web","C64","C1600","L63","L125",0
"observer0004","Earth","C320","C40000","L250","L250",1
"observer0004","Earth","C320","C8000","L980","L980",0
"observer0004","Werewolf","C8000","C8000","L63","L125",0
"observer0004","Courtyard","C320","C8000","L63","L63",0
"observer0004","Earth","C40000","C8000","L500","L980",1
"observer0004","Werewolf","C64","C64","L250","L500",0
"observer0004","Werewolf","C8000","C320","L250","L500",0
"observer0004","Web","C320","C1000000","L250","L980",0
"observer0004","Web","C64","C1600","L63","L63",0
"observer0004","Earth","C320","C40000","L500","L980",0
"observer0004","Web","C320","C320","L500","L980",1
"observer0004","Street","C1600","C8000","L980","L980",0
"observer0004","Face2","C1600","C1600","L500","L980",0
"observer0004","Courtyard","C40000","C1000000","L980","L980",0
"observer0004","Werewolf","C8000","C1000000","L250","L980",0
"observer0004","Face2","C40000","C8000","L250","L500",0
"observer0004","Courtyard","C320","C8000","L500","L500",1
"observer0004","Web","C320","C40000","L125","L250",0
"observer0004","Web","C64","C40000","L63","L63",0
"observer0004","Werewolf","C64","C8000","L500","L500",0
"observer0004","Werewolf","C1600","C8000","L500","L500",1
"observer0004","Face1","C40000","C1600","L125","L500",1
"observer0004","Earth","C320","C8000","L500","L500",0
"observer0004","Street","C1600","C40000","L500","L980",0
"observer0004","Showgirl","C64","C320","L63","L125",0
"observer0004","Street","C320","C40000","L63","L980",0
"observer0004","Courtyard","C64","C8000","L63","L63",0
"observer0004","Street","C64","C64","L500","L980",0
"observer0004","Web","C1600","C64","L125","L980",1
"observer0004","Face2","C8000","C40000","L250","L250",0
"observer0004","Earth","C64","C8000","L980","L980",0
"observer0004","Showgirl","C8000","C1000000","L250","L980",0
"observer0004","Street","C64","C64","L63","L250",1
"observer0004","Face2","C64","C320","L63","L500",0
"observer0004","Face2","C1600","C1600","L63","L125",0
"observer0004","Werewolf","C8000","C40000","L63","L63",1
"observer0004","Face1","C40000","C8000","L125","L980",1
"observer0004","Earth","C320","C8000","L500","L980",0
"observer0004","Face1","C320","C40000","L125","L125",0
"observer0004","Street","C40000","C40000","L125","L980",0
"observer0004","Werewolf","C64","C8000","L125","L125",0
"observer0004","Web","C8000","C8000","L63","L250",0
"observer0004","Showgirl","C1600","C40000","L125","L250",0
"observer0004","Web","C320","C40000","L980","L980",0
"observer0004","Showgirl","C8000","C40000","L980","L980",1
"observer0004","Werewolf","C8000","C8000","L250","L980",1
"observer0004","Werewolf","C64","C64","L63","L125",0
"observer0004","Courtyard","C1600","C8000","L63","L63",0
"observer0004","Web","C8000","C40000","L63","L63",0
"observer0004","Showgirl","C1600","C8000","L500","L980",0
"observer0004","Web","C320","C8000","L980","L980",0
"observer0004","Werewolf","C64","C320","L125","L125",1
"observer0004","Earth","C64","C1600","L250","L250",0
"observer0004","Web","C1600","C1600","L125","L250",0
"observer0004","Werewolf","C8000","C1600","L250","L980",0
"observer0004","Earth","C1600","C8000","L980","L980",0
"observer0004","Face1","C64","C64","L250","L500",1
"observer0004","Courtyard","C320","C320","L250","L500",1
"observer0004","Showgirl","C1600","C320","L63","L125",0
"observer0004","Werewolf","C320","C64","L63","L500",0
"observer0004","Face2","C40000","C1600","L63","L125",1
"observer0004","Face1","C40000","C1000000","L500","L980",0
"observer0004","Face2","C64","C64","L63","L125",0
"observer0004","Street","C1600","C40000","L250","L980",0
"observer0004","Courtyard","C1600","C8000","L250","L250",0
"observer0004","Face2","C64","C320","L63","L63",1
"observer0004","Werewolf","C8000","C40000","L500","L500",1
"observer0004","Showgirl","C1600","C64","L125","L250",0
"observer0004","Face2","C40000","C320","L250","L500",0
"observer0004","Face1","C64","C64","L63","L500",1
"observer0004","Showgirl","C320","C1600","L63","L125",0
"observer0004","Face2","C40000","C1600","L500","L980",0
"observer0004","Werewolf","C64","C1600","L125","L125",0
"observer0004","Street","C8000","C8000","L250","L980",0
"observer0004","Face2","C1600","C40000","L980","L980",0
"observer0004","Street","C8000","C40000","L250","L250",1
"observer0004","Showgirl","C40000","C8000","L500","L980",1
"observer0004","Street","C64","C1600","L125","L125",0
"observer0004","Face2","C64","C40000","L63","L125",0
"observer0004","Courtyard","C1600","C8000","L250","L500",0
"observer0004","Face1","C64","C320","L500","L500",0
"observer0004","Face2","C40000","C64","L63","L980",1
"observer0004","Showgirl","C40000","C64","L250","L500",1
"observer0004","Showgirl","C8000","C40000","L63","L63",0
"observer0004","Showgirl","C1600","C1600","L125","L250",0
"observer0004","Face1","C320","C64","L63","L250",1
"observer0004","Face1","C320","C40000","L125","L250",0
"observer0004","Earth","C320","C8000","L250","L250",0
"observer0004","Face1","C8000","C40000","L125","L125",1
"observer0004","Web","C320","C1600","L125","L980",0
"observer0004","Face1","C40000","C1000000","L980","L980",0
"observer0004","Werewolf","C320","C1600","L980","L980",1
"observer0004","Street","C320","C40000","L125","L980",0
"observer0004","Showgirl","C8000","C1000000","L980","L980",0
"observer0004","Showgirl","C1600","C64","L125","L980",1
"observer0004","Showgirl","C1600","C8000","L125","L125",0
"observer0004","Street","C320","C64","L250","L500",1
"observer0004","Earth","C320","C320","L125","L250",0
"observer0004","Web","C320","C40000","L63","L63",1
"observer0004","Face1","C1600","C40000","L63","L125",0
"observer0005","Courtyard","C1600","C64","L250","L980",1
"observer0005","Courtyard","C320","C1600","L63","L63",1
"observer0005","Street","C40000","C40000","L500","L980",0
"observer0005","Face2","C320","C64","L125","L250",1
"observer0005","Werewolf","C320","C40000","L250","L250",0
"observer0005","Werewolf","C320","C64","L125","L250",0
"observer0005","Showgirl","C8000","C320","L250","L500",0
"observer0005","Earth","C64","C1600","L63","L63",1
"observer0005","Street","C40000","C8000","L125","L500",0
"observer0005","Face2","C320","C1600","L63","L125",0
"observer0005","Courtyard","C320","C40000","L250","L500",0
"observer0005","Street","C320","C8000","L500","L500",0
"observer0005","Face1","C40000","C8000","L63","L980",0
"observer0005","Werewolf","C40000","C40000","L250","L500",0
"observer0005","Werewolf","C1600","C40000","L250","L250",1
"observer0005","Face2","C40000","C1000000","L980","L980",1
"observer0005","Courtyard","C1600","C64","L63","L125",0
"observer0005","Face2","C40000","C40000","L250","L500",0
"observer0005","Courtyard","C8000","C1600","L63","L250",0
"observer0005","Courtyard","C8000","C320","L250","L500",0
"observer0005","Showgirl","C8000","C1600","L250","L980",0
"observer0005","Courtyard","C1600","C1600","L63","L250",0
"observer0005","Showgirl","C1600","C64","L63","L125",1
"observer0005","Face1","C320","C8000","L250","L980",0
"observer0005","Courtyard","C320","C40000","L250","L980",0
"observer0005","Web","C1600","C8000","L63","L63",0
"observer0005","Face2","C8000","C1000000","L980","L980",0
"observer0005","Face1","C8000","C40000","L250","L500",0
"observer0005","Earth","C1600","C8000","L125","L125",0
"observer0005","Showgirl","C64","C320","L250","L250",0
"observer0005","Earth","C1600","C1600","L250","L980",0
"observer0005","Earth","C8000","C40000","L500","L980",0
"observer0005","Werewolf","C64","C40000","L250","L250",0
"observer0005","Web","C1600","C1600","L63","L125",0
"observer0005","Face2","C8000","C1600","L125","L250",0
"observer0005","Showgirl","C64","C1600","L250","L250",0
"observer0005","Street","C40000","C320","L63","L250",0
"observer0005","Web","C320","C1600","L63","L63",0
"observer0005","Earth","C1600","C40000","L125","L125",0
"observer0005","Courtyard","C1600","C64","L250","L500",1
"observer0005","Showgirl","C40000","C1600","L250","L500",0
"observer0005","Earth","C64","C1600","L125","L980",0
"observer0005","Web","C8000","C64","L250","L980",1
"observer0005","Showgirl","C64","C64","L250","L980",0
"observer0005","Showgirl","C64","C1600","L500","L500",0
"observer0005","Courtyard","C320","C320","L250","L980",1
"observer0005","Street","C8000","C8000","L63","L125",0
"observer0005","Street","C8000","C1000000","L980","L980",1
"observer0005","Earth","C64","C1600","L980","L980",0
"observer0005","Showgirl","C320","C64","L63","L125",0
"observer0005","Face2","C40000","C320","L63","L250",1
"observer0005","Courtyard","C320","C1000000","L250","L980",0
"observer0005","Werewolf","C320","C64","L125","L980",1
"observer0005","Earth","C64","C1600","L125","L125",0
"observer0005","Face1","C64","C320","L500","L980",0
"observer0005","Web","C40000","C1600","L250","L500",0
"observer0005","Werewolf","C320","C320","L63","L125",0
"observer0005","Face1","C8000","C1000000","L250","L980",0
"observer0005","Web","C320","C8000","L500","L980",0
"observer0005","Earth","C40000","C64","L125","L250",1
"observer0005","Face2","C8000","C320","L125","L250",1
"observer0005","Face1","C40000","C1600","L63","L125",1
"observer0005","Face2","C1600","C320","L500","L980",1
"observer0005","Courtyard","C40000","C8000","L500","L980",0
"observer0005","Werewolf","C40000","C320","L125","L250",0
"observer0005","Face2","C8000","C64","L125","L250",1
"observer0005","Web","C1600","C40000","L63","L63",1
"observer0005","Face1","C40000","C8000","L125","L500",1
"observer0005","Showgirl","C320","C1600","L250","L500",0
"observer0005","Earth","C64","C1600","L500","L980",0
"observer0005","Street","C1600","C8000","L250","L500",0
"observer0005","Courtyard","C320","C1600","L125","L250",0
"observer0005","Werewolf","C40000","C64","L250","L500",1
"observer0005","Web","C1600","C40000","L500","L500",1
"observer0005","Face1","C40000","C1600","L63","L250",1
"observer0005","Street","C1600","C320","L63","L250",0
"observer0005","Werewolf","C320","C8000","L500","L980",0
"observer0005","Werewolf","C64","C1600","L63","L63",0
"observer0005","Face2","C8000","C64","L63","L980",1
"observer0005","Courtyard","C8000","C40000","L250","L250",1
"observer0005","Face1","C64","C64","L63","L125",1
"observer0005","Showgirl","C64","C40000","L63","L125",0
"observer0005","Werewolf","C1600","C320","L63","L125",0
"observer0005","Showgirl","C8000","C40000","L250","L500",0
"observer0005","Web","C40000","C1000000","L980","L980",1
"observer0005","Face1","C64","C320","L125","L500",0
"observer0005","Face2","C64","C8000","L63","L63",0
"observer0005","Werewolf","C320","C8000","L63","L125",0
"observer0005","Courtyard","C64","C8000","L250","L250",0
"observer0005","Courtyard","C40000","C1600","L125","L250",0
"observer0005","Web","C320","C8000","L500","L500",0
"observer0005","Face1","C8000","C8000","L125","L500",1
"observer0005","Street","C320","C8000","L250","L500",0
"observer0005","Face2","C320","C8000","L63","L63",0
"observer0005","Street","C8000","C64","L125","L250",1
"observer0005","Face1","C8000","C8000","L250","L500",1
"observer0005","Earth","C8000","C1600","L63","L125",0
"observer0005","Web","C320","C1600","L500","L500",0
"observer0005","Werewolf","C320","C320","L500","L980",0
"observer0005","Street","C320","C8000","L125","L500",0
"observer0005","Showgirl","C8000","C8000","L250","L980",0
"observer0005","Web","C1600","C320","L500","L980",0
"observer0005","Face1","C1600","C8000","L250","L250",1
"observer0005","Face1","C1600","C8000","L63","L980",1
"observer0005","Courtyard","C320","C1600","L250","L500",0
"observer0005","Web","C320","C1000000","L500","L980",0
"observer0005","Face1","C64","C8000","L125","L980",0
"observer0005","Face2","C40000","C320","L500","L980",1
"observer0005","Earth","C40000","C8000","L63","L125",0
"observer0005","Earth","C40000","C40000","L500","L980",1
"observer0005","Face2","C320","C1000000","L500","L980",0
"observer0005","Face1","C8000","C40000","L500","L980",1
"observer0005","Werewolf","C320","C1600","L125","L125",0
"observer0005","Street","C40000","C8000","L250","L500",0
"observer0005","Face1","C64","C64","L125","L250",1
"observer0005","Face1","C320","C8000","L125","L980",0
"observer0005","Earth","C8000","C40000","L980","L980",1
"observer0005","Courtyard","C320","C8000","L250","L500",0
"observer0005","Werewolf","C320","C8000","L250","L250",1
"observer0005","Web","C64","C64","L125","L980",0
"observer0005","Courtyard","C1600","C40000","L63","L63",1
"observer0005","Face2","C8000","C1000000","L500","L980",0
"observer0005","Web","C1600","C8000","L250","L250",1
"observer0005","Werewolf","C8000","C1000000","L500","L980",0
"observer0005","Earth","C320","C1600","L980","L980",0
"observer0005","Street","C40000","C8000","L500","L980",0
"observer0005","Showgirl","C64","C8000","L125","L125",0
"observer0005","Web","C320","C1600","L250","L500",0
"observer0005","Earth","C64","C40000","L63","L63",0
"observer0005","Showgirl","C320","C1000000","L500","L980",0
"observer0005","Web","C8000","C8000","L125","L250",0
"observer0005","Earth","C320","C1600","L500","L980",0
"observer0005","Earth","C40000","C1000000","L980","L980",1
"observer0005","Werewolf","C8000","C64","L63","L980",1
"observer0005","Web","C64","C8000","L250","L250",0
"observer0005","Earth","C320","C1600","L125","L125",0
"observer0005","Courtyard","C320","C1600","L250","L980",0
"observer0005","Earth","C1600","C40000","L500","L980",0
"observer0005","Showgirl","C64","C1600","L63","L125",0
"observer0005","Web","C64","C1600","L250","L500",0
"observer0005","Web","C64","C8000","L63","L63",1
"observer0005","Werewolf","C1600","C40000","L980","L980",0
"observer0005","Courtyard","C8000","C64","L250","L500",1
"observer0005","Werewolf","C320","C1000000","L500","L980",0
"observer0005","Street","C1600","C40000","L980","L980",0
"observer0005","Face2","C320","C1600","L63","L63",0
"observer0005","Street","C320","C8000","L63","L125",0
"observer0005","Face1","C8000","C8000","L63","L980",1
"observer0005","Web","C1600","C64","L63","L980",1
"observer0005","Werewolf","C320","C64","L63","L125",0
"observer0005","Werewolf","C1600","C1000000","L500","L980",1
"observer0005","Face1","C64","C64","L125","L980",1
"observer0005","Courtyard","C8000","C1600","L125","L250",0
"observer0005","Street","C8000","C64","L500","L980",1
"observer0005","Web","C40000","C1600","L125","L500",0
"observer0005","Street","C8000","C1600","L500","L980",0
"observer0005","Face1","C64","C320","L125","L980",1
"observer0005","Street","C1600","C40000","L125","L125",0
"observer0005","Showgirl","C320","C320","L250","L980",0
"observer0005","Street","C64","C64","L63","L500",1
"observer0005","Showgirl","C8000","C64","L125","L250",0
"observer0005","Earth","C8000","C1600","L250","L980",0
"observer0005","Street","C8000","C40000","L125","L125",0
"observer0005","Showgirl","C64","C64","L63","L125",0
"observer0005","Showgirl","C320","C8000","L63","L63",1
"observer0005","Werewolf","C40000","C8000","L250","L980",0
"observer0005","Courtyard","C1600","C64","L125","L980",1
"observer0005","Face2","C8000","C320","L250","L980",1
"observer0005","Earth","C1600","C40000","L980","L980",0
"observer0005","Earth","C320","C1600","L250","L980",0
"observer0005","Courtyard","C64","C320","L63","L63",0
"observer0005","Courtyard","C320","C8000","L250","L250",0
"observer0005","Face1","C40000","C8000","L250","L980",1
"observer0005","Face2","C320","C64","L250","L980",1
"observer0005","Werewolf","C320","C1600","L500","L980",0
"observer0005","Web","C1600","C64","L250","L500",1
"observer0005","Web","C320","C1600","L500","L980",0
"observer0005","Earth","C64","C320","L63","L63",1
"observer0005","Street","C1600","C8000","L500","L500",1
"observer0005","Face1","C1600","C1600","L250","L500",1
"observer0005","Face2","C8000","C320","L125","L980",1
"observer0005","Showgirl","C8000","C1600","L250","L500",0
"observer0005","Face2","C64","C320","L125","L250",0
"observer0005","Face1","C320","C64","L63","L125",1
"observer0005","Werewolf","C64","C40000","L63","L63",0
"observer0005","Face1","C64","C1600","L125","L980",0
"observer0005","Showgirl","C320","C64","L125","L250",0
"observer0005","Showgirl","C1600","C40000","L500","L980",1
"observer0005","Face2","C64","C40000","L500","L500",0
"observer0005","Showgirl","C64","C40000","L63","L63",0
"observer0005","Face2","C320","C1600","L980","L980",0
"observer0005","Earth","C8000","C40000","L125","L250",0
"observer0005","Face2","C8000","C40000","L125","L125",0
"observer0005","Showgirl","C8000","C8000","L250","L500",0
"observer0005","Web","C320","C8000","L125","L250",0
"observer0005","Face2","C320","C1000000","L980","L980",0
"observer0005","Street","C64","C8000","L63","L125",0
"observer0005","Street","C8000","C320","L500","L980",1
"observer0005","Street","C8000","C8000","L250","L500",0
"observer0005","Street","C64","C8000","L125","L125",0
"observer0006","Courtyard","C64","C40000","L250","L250",1
"observer0006","Face1","C8000","C40000","L125","L980",1
"observer0006","Street","C320","C320","L63","L500",0
"observer0006","Face2","C8000","C8000","L500","L980",0
"observer0006","Courtyard","C320","C40000","L63","L125",0
"observer0006","Earth","C40000","C320","L63","L125",0
"observer0006","Courtyard","C320","C40000","L250","L250",1
"observer0006","Showgirl","C8000","C320","L500","L980",0
"observer0006","Courtyard","C8000","C40000","L63","L125",1
"observer0006","Face1","C8000","C40000","L980","L980",1
"observer0006","Street","C64","C64","L125","L500",1
"observer0006","Showgirl","C320","C8000","L125","L125",0
"observer0006","Web","C40000","C64","L63","L980",1
"observer0006","Web","C64","C320","L63","L63",0
"observer0006","Showgirl","C1600","C40000","L63","L63",0
"observer0006","Showgirl","C320","C64","L250","L980",0
"observer0006","Werewolf","C320","C8000","L63","L63",0
"observer0006","Earth","C1600","C64","L125","L980",0
"observer0006","Earth","C40000","C64","L63","L125",0
"observer0006","Werewolf","C1600","C8000","L63","L63",0
"observer0006","Face1","C1600","C40000","L250","L980",1
"observer0006","Street","C64","C320","L125","L250",0
"observer0006","Street","C64","C64","L125","L980",1
"observer0006","Showgirl","C8000","C40000","L500","L980",1
"observer0006","Werewolf","C320","C64","L250","L500",0
"observer0006","Face2","C320","C64","L125","L500",1
"observer0006","Earth","C64","C320","L980","L980",0
"observer0006","Earth","C40000","C64","L125","L980",0
"observer0006","Earth","C8000","C64","L250","L980",1
"observer0006","Werewolf","C64","C320","L250","L250",1
"observer0006","Earth","C40000","C64","L250","L980",1
"observer0006","Earth","C40000","C1000000","L500","L980",1
"observer0006","Showgirl","C8000","C1000000","L980","L980",1
"observer0006","Werewolf","C1600","C8000","L500","L980",1
"observer0006","Werewolf","C320","C8000","L250","L500",0
"observer0006","Werewolf","C8000","C1000000","L980","L980",0
"observer0006","Courtyard","C1600","C1000000","L250","L980",0
"observer0006","Face2","C64","C1600","L63","L63",0
"observer0006","Web","C8000","C40000","L250","L250",1
"observer0006","Courtyard","C320","C1000000","L500","L980",0
"observer0006","Courtyard","C40000","C1600","L250","L500",0
"observer0006","Courtyard","C1600","C40000","L125","L250",0
"observer0006","Web","C1600","C40000","L250","L250",0
"observer0006","Street","C40000","C40000","L500","L980",0
"observer0006","Showgirl","C64","C64","L500","L980",1
"observer0006","Street","C1600","C1600","L500","L980",1
"observer0006","Face1","C8000","C40000","L250","L980",0
"observer0006","Werewolf","C320","C40000","L125","L125",0
"observer0006","Earth","C8000","C320","L63","L125",0
"observer0006","Web","C8000","C64","L125","L500",1
"observer0006","Werewolf","C40000","C64","L125","L980",1
"observer0006","Face2","C8000","C64","L250","L500",1
"observer0006","Face2","C1600","C8000","L250","L250",1
"observer0006","Werewolf","C1600","C64","L125","L250",0
"observer0006","Showgirl","C8000","C40000","L500","L500",0
"observer0006","Werewolf","C320","C40000","L250","L500",0
"observer0006","Face2","C40000","C40000","L63","L125",0
"observer0006","Face2","C320","C1600","L500","L500",0
"observer0006","Earth","C320","C64","L63","L125",0
"observer0006","Earth","C320","C1600","L63","L63",0
"observer0006","Web","C320","C8000","L63","L63",0
"observer0006","Earth","C8000","C8000","L500","L980",0
"observer0006","Web","C320","C8000","L63","L125",0
"observer0006","Earth","C8000","C64","L500","L980",1
"observer0006","Earth","C64","C40000","L980","L980",0
"observer0006","Face1","C40000","C40000","L500","L980",1
"observer0006","Showgirl","C1600","C320","L125","L250",1
"observer0006","Web","C8000","C1000000","L980","L980",1
"observer0006","Showgirl","C64","C40000","L125","L125",0
"observer0006","Web","C40000","C40000","L250","L500",0
"observer0006","Courtyard","C320","C1000000","L980","L980",1
"observer0006","Web","C1600","C40000","L500","L980",0
"observer0006","Street","C1600","C40000","L500","L500",0
"observer0006","Courtyard","C40000","C40000","L500","L980",0
"observer0006","Street","C1600","C1000000","L980","L980",0
"observer0006","Earth","C8000","C64","L125","L980",1
"observer0006","Face1","C64","C64","L63","L250",1
"observer0006","Earth","C1600","C64","L250","L500",1
"observer0006","Web","C40000","C320","L250","L500",0
"observer0006","Face1","C40000","C1000000","L63","L980",0
